length_mean;length_std;max_length;min_length;max_char_freq;min_char_freq;char_freq_std;code
10.0;0.0;10;10;16;14;1.0;1
7.0;0.0;7;7;4;3;0.5;1
4.857142857142857;1.2453996981544782;7;3;21;13;4.0;1
3.25;1.7853571071357126;5;1;8;5;1.5;1
5.0;1.0;6;4;5;5;0.0;1
3.6666666666666665;0.9428090415820634;5;3;6;5;0.5;1
5.142857142857143;1.8070158058105026;7;2;21;15;3.0;1
4.333333333333333;1.699673171197595;6;2;8;5;1.5;1
4.0;0.5345224838248488;5;3;15;13;1.0;1
5.0;1.4142135623730951;7;3;15;10;2.5;1
5.0;0.0;5;5;3;2;0.5;1
7.0;0.0;7;7;20;15;2.5;1
4.8;1.16619037896906;6;3;13;11;1.0;1
5.25;1.0897247358851685;7;4;11;10;0.5;1
3.3333333333333335;2.0548046676563256;6;1;6;4;1.0;1
6.0;1.0;7;5;7;5;1.0;1
4.25;1.7853571071357126;7;2;9;8;0.5;1
8.0;0.0;8;8;21;19;1.0;1
7.0;0.0;7;7;27;22;2.5;1
6.111111111111111;1.594744454934147;7;2;29;26;1.5;1
4.75;2.277608394786075;7;2;11;8;1.5;1
9.0;0.0;9;9;35;28;3.5;1
9.0;0.0;9;9;21;15;3.0;1
3.2;1.16619037896906;5;2;10;6;2.0;1
4.4;1.5620499351813308;7;2;26;18;4.0;0
4.666666666666667;1.699673171197595;7;3;15;13;1.0;0
6.142857142857143;1.355261854357877;7;3;22;21;0.5;1
4.0;0.0;4;4;10;6;2.0;1
5.25;1.479019945774904;7;3;11;10;0.5;1
4.444444444444445;2.165954298846436;7;1;26;14;6.0;0
4.8;2.227105745132009;7;1;14;10;2.0;1
4.222222222222222;1.314684396244359;6;2;21;17;2.0;0
5.111111111111111;1.1967032904743342;7;4;27;19;4.0;1
10.0;0.0;10;10;13;7;3.0;1
5.166666666666667;1.863389981249825;7;3;20;11;4.5;1
4.0;1.0;5;3;6;2;2.0;1
3.6666666666666665;0.9428090415820634;5;3;6;5;0.5;1
4.5;1.8027756377319946;7;2;11;7;2.0;1
8.0;0.0;8;8;12;4;4.0;1
4.5;0.5;5;4;5;4;0.5;1
4.0;0.0;4;4;16;12;2.0;1
6.0;0.816496580927726;7;5;10;8;1.0;1
5.0;1.8516401995451028;7;2;18;17;0.5;0
9.0;0.0;9;9;28;26;1.0;1
4.166666666666667;1.863389981249825;7;1;16;9;3.5;1
5.125;1.899835519196333;7;1;21;20;0.5;0
3.5;1.5;5;2;4;3;0.5;1
4.0;0.816496580927726;5;3;15;9;3.0;1
3.25;1.7853571071357126;6;1;9;4;2.5;0
2.5;0.5;3;2;4;1;1.5;1
6.0;0.0;6;6;5;1;2.0;1
5.0;1.7320508075688772;7;3;20;10;5.0;0
3.0;0.0;3;3;2;1;0.5;1
4.666666666666667;1.8856180831641267;7;2;26;16;5.0;0
4.5;2.5;7;2;8;1;3.5;1
4.0;0.0;4;4;2;2;0.0;1
5.5;2.0615528128088303;7;2;15;7;4.0;1
4.5;1.5;6;3;6;3;1.5;1
5.5;0.5;6;5;8;3;2.5;1
4.0;0.0;4;4;5;3;1.0;1
4.333333333333333;2.357022603955158;6;1;7;6;0.5;1
6.0;0.7071067811865476;7;5;14;10;2.0;1
3.5;1.5;5;2;7;0;3.5;0
4.0;0.0;4;4;4;4;0.0;1
3.0;0.0;3;3;6;3;1.5;1
9.0;0.0;9;9;37;26;5.5;1
4.2;2.1354156504062622;7;1;12;9;1.5;0
4.0;0.0;4;4;15;13;1.0;1
7.0;0.0;7;7;13;8;2.5;1
5.714285714285714;1.1605769149479943;7;4;21;19;1.0;1
7.0;0.0;7;7;5;2;1.5;1
4.666666666666667;1.699673171197595;7;3;8;6;1.0;1
4.0;0.0;4;4;6;2;2.0;1
4.0;3.0;7;1;5;3;1.0;1
3.0;0.7071067811865476;4;2;7;5;1.0;1
8.0;0.0;8;8;10;6;2.0;1
4.428571428571429;2.718042512920064;7;1;16;15;0.5;0
8.0;0.0;8;8;20;20;0.0;1
5.5;1.5;7;4;6;5;0.5;1
8.0;0.0;8;8;23;17;3.0;1
5.5;1.5;7;4;6;5;0.5;1
4.4;1.8547236990991407;7;2;12;10;1.0;1
4.0;1.7888543819998317;6;2;11;9;1.0;1
6.25;1.299038105676658;7;4;14;11;1.5;1
4.75;2.277608394786075;7;2;11;8;1.5;1
5.0;1.7320508075688772;7;2;25;15;5.0;1
2.0;1.0;3;1;2;2;0.0;1
5.0;0.0;5;5;21;14;3.5;1
4.25;1.7853571071357126;7;2;10;7;1.5;1
4.0;1.0;5;3;4;4;0.0;1
4.166666666666667;2.034425935955617;7;1;13;12;0.5;0
7.0;0.0;7;7;18;17;0.5;1
3.0;0.0;3;3;9;3;3.0;1
3.6666666666666665;1.699673171197595;6;2;13;9;2.0;1
4.5;1.6072751268321592;7;2;14;13;0.5;1
4.1;1.8138357147217055;7;1;24;17;3.5;0
5.8;1.6;7;3;16;13;1.5;1
3.0;2.0;5;1;3;3;0.0;1
6.0;1.0;7;5;6;6;0.0;1
4.3;1.9519221295943134;7;1;24;19;2.5;0
4.25;2.7726341266023544;7;1;9;8;0.5;1
5.25;1.299038105676658;7;4;11;10;0.5;1
4.0;1.4142135623730951;6;3;6;6;0.0;1
6.0;0.0;6;6;25;17;4.0;1
4.333333333333333;2.494438257849294;7;1;8;5;1.5;1
7.0;0.0;7;7;9;5;2.0;1
4.5;2.5;7;2;5;4;0.5;1
4.8;1.9390719429665317;7;2;14;10;2.0;1
6.333333333333333;0.4714045207910317;7;6;10;9;0.5;1
4.333333333333333;0.4714045207910317;5;4;10;3;3.5;1
4.75;1.479019945774904;7;2;20;18;1.0;1
5.222222222222222;1.8724777273725242;7;2;24;23;0.5;0
4.25;1.299038105676658;6;3;19;15;2.0;1
5.0;0.0;5;5;13;7;3.0;1
5.0;0.0;5;5;3;2;0.5;1
4.8;1.98997487421324;7;1;26;22;2.0;0
4.0;0.7071067811865476;5;3;8;8;0.0;1
5.5;1.5;7;2;24;20;2.0;0
6.0;0.0;6;6;4;2;1.0;1
2.0;0.0;2;2;2;0;1.0;1
4.8;1.32664991614216;7;3;14;10;2.0;1
4.0;1.8708286933869707;7;2;10;6;2.0;1
5.666666666666667;0.9428090415820634;7;5;10;7;1.5;1
4.0;2.449489742783178;7;1;7;5;1.0;1
5.6;1.3564659966250536;7;4;17;11;3.0;1
8.0;0.0;8;8;9;7;1.0;1
3.0;2.0;5;1;3;3;0.0;1
4.5;1.5;6;3;5;4;0.5;1
4.666666666666667;1.699673171197595;7;3;15;13;1.0;0
6.0;0.0;6;6;11;7;2.0;1
3.3333333333333335;2.6246692913372702;7;1;5;5;0.0;1
4.4;1.3564659966250536;6;2;13;9;2.0;0
5.0;2.0816659994661326;7;1;17;13;2.0;0
1.0;0.0;1;1;1;1;0.0;1
7.0;0.0;7;7;5;2;1.5;1
3.75;0.82915619758885;5;3;9;6;1.5;1
5.1;1.2206555615733703;7;3;28;23;2.5;0
3.3333333333333335;1.8856180831641267;6;2;5;5;0.0;1
6.0;1.0;7;5;8;4;2.0;1
4.666666666666667;0.9428090415820634;6;3;22;20;1.0;0
5.142857142857143;1.6413036132965795;7;3;19;17;1.0;1
2.3333333333333335;1.247219128924647;4;1;4;3;0.5;1
3.0;0.0;3;3;9;9;0.0;1
3.0;2.0;5;1;3;3;0.0;1
5.0;1.4907119849998598;7;3;26;19;3.5;0
4.857142857142857;1.2453996981544784;6;2;18;16;1.0;1
4.333333333333333;2.1081851067789197;7;1;22;17;2.5;0
8.0;0.0;8;8;20;12;4.0;1
3.0;0.0;3;3;7;5;1.0;1
3.5;1.5811388300841898;6;2;15;13;1.0;0
3.3333333333333335;1.699673171197595;5;1;5;5;0.0;1
4.6;1.7435595774162693;6;2;14;9;2.5;1
4.0;0.0;4;4;8;8;0.0;1
3.6666666666666665;2.3570226039551585;7;2;8;3;2.5;1
4.5;1.6278820596099706;7;1;27;18;4.5;0
4.222222222222222;1.617802197617893;6;1;21;17;2.0;0
6.0;0.0;6;6;4;2;1.0;1
6.5;0.5;7;6;7;6;0.5;1
4.8;2.039607805437114;7;1;14;10;2.0;1
5.666666666666667;0.4714045207910317;6;5;9;8;0.5;1
10.0;0.0;10;10;34;26;4.0;1
3.8;1.7204650534085253;6;1;11;8;1.5;0
6.0;0.0;6;6;11;7;2.0;1
4.0;1.2649110640673518;6;2;10;10;0.0;1
3.0;0.0;3;3;10;5;2.5;1
3.3333333333333335;1.247219128924647;5;2;7;3;2.0;1
10.0;0.0;10;10;28;12;8.0;1
9.0;0.0;9;9;23;13;5.0;1
4.666666666666667;1.247219128924647;6;3;8;6;1.0;1
4.571428571428571;1.178030178747903;7;3;17;15;1.0;1
3.0;0.0;3;3;11;10;0.5;1
5.0;0.0;5;5;4;1;1.5;1
3.6666666666666665;1.699673171197595;6;2;6;5;0.5;1
4.8;1.9390719429665317;7;2;13;11;1.0;1
10.0;0.0;10;10;12;8;2.0;1
4.0;0.0;4;4;3;1;1.0;1
4.75;1.0897247358851685;6;3;12;7;2.5;1
4.0;3.0;7;1;4;4;0.0;1
5.0;0.0;5;5;6;4;1.0;1
2.5;1.118033988749895;4;1;5;5;0.0;0
6.0;0.0;6;6;4;2;1.0;1
3.3333333333333335;0.9428090415820634;4;2;6;4;1.0;1
5.333333333333333;0.4714045207910317;6;5;9;7;1.0;1
3.25;1.920286436967152;6;1;7;6;0.5;1
5.6;2.33238075793812;7;1;14;14;0.0;1
4.571428571428571;1.2936264483053452;7;3;17;15;1.0;1
9.0;0.0;9;9;29;25;2.0;1
4.4;1.1135528725660044;7;3;24;20;2.0;0
5.4;1.6852299546352716;7;3;28;26;1.0;0
6.0;1.4142135623730951;7;4;9;9;0.0;1
1.5;0.5;2;1;2;1;0.5;1
8.0;0.0;8;8;25;23;1.0;1
5.0;0.0;5;5;11;9;1.0;1
6.333333333333333;1.1055415967851332;7;4;24;14;5.0;1
2.6666666666666665;1.699673171197595;5;1;4;4;0.0;1
5.0;0.7071067811865476;6;4;13;7;3.0;1
4.0;1.0;5;3;5;3;1.0;1
4.0;1.0;5;3;4;4;0.0;1
5.428571428571429;1.178030178747903;7;4;21;17;2.0;1
2.6666666666666665;0.4714045207910317;3;2;4;4;0.0;1
5.0;1.2909944487358056;7;3;16;14;1.0;1
4.0;1.4142135623730951;5;2;8;4;2.0;1
5.333333333333333;1.7950549357115013;7;2;18;14;2.0;1
6.0;0.0;6;6;22;20;1.0;1
4.0;0.0;4;4;2;2;0.0;1
5.0;0.816496580927726;6;4;9;6;1.5;1
4.25;0.82915619758885;5;3;10;7;1.5;1
3.0;0.0;3;3;9;6;1.5;1
9.0;0.0;9;9;10;8;1.0;1
5.5;1.6583123951777;7;3;11;11;0.0;1
5.0;0.0;5;5;20;10;5.0;1
8.0;0.0;8;8;29;19;5.0;1
4.0;2.1213203435596424;7;2;8;8;0.0;1
6.0;0.0;6;6;22;14;4.0;1
4.0;0.0;4;4;6;2;2.0;1
5.166666666666667;1.6749792701868151;7;2;17;14;1.5;0
8.0;0.0;8;8;15;9;3.0;1
4.5;0.8660254037844386;6;4;11;7;2.0;1
4.666666666666667;2.357022603955158;7;1;17;11;3.0;0
5.0;1.5811388300841898;7;3;12;8;2.0;1
7.0;0.0;7;7;6;1;2.5;1
3.5;1.118033988749895;6;2;14;14;0.0;0
4.0;0.0;4;4;16;12;2.0;1
5.0;2.0701966780270626;7;1;19;16;1.5;0
5.0;0.0;5;5;20;15;2.5;1
4.666666666666667;2.6246692913372702;7;1;11;3;4.0;1
9.0;0.0;9;9;24;21;1.5;1
7.0;0.0;7;7;23;19;2.0;1
5.0;0.0;5;5;6;4;1.0;1
7.0;0.0;7;7;22;20;1.0;1
4.5;1.5;6;3;6;3;1.5;1
3.75;1.920286436967152;7;2;8;7;0.5;0
7.0;0.0;7;7;8;6;1.0;1
5.666666666666667;0.9428090415820634;7;5;12;5;3.5;1
4.75;1.5612494995995996;7;2;20;18;1.0;0
4.3;1.9000000000000001;7;1;23;20;1.5;0
5.6;1.2806248474865698;7;3;29;27;1.0;0
4.333333333333333;1.247219128924647;6;2;20;19;0.5;0
7.0;0.0;7;7;7;7;0.0;1
3.6;2.4166091947189146;7;1;9;9;0.0;0
3.0;0.0;3;3;3;3;0.0;1
5.125;1.6909686573085854;7;2;22;19;1.5;1
8.0;0.0;8;8;8;8;0.0;1
3.0;1.0;4;2;3;3;0.0;1
5.5;1.118033988749895;7;4;12;10;1.0;1
6.0;0.0;6;6;11;1;5.0;1
8.0;0.0;8;8;22;18;2.0;1
4.333333333333333;1.7950549357115013;7;2;14;12;1.0;0
3.6666666666666665;1.7950549357115015;6;1;13;9;2.0;0
5.2;1.5362291495737217;7;2;30;22;4.0;0
8.0;0.0;8;8;18;14;2.0;1
4.857142857142857;1.9587584572574412;7;2;17;17;0.0;0
4.0;2.0;6;2;6;2;2.0;1
3.3333333333333335;1.247219128924647;5;2;7;3;2.0;1
5.0;1.224744871391589;7;4;10;10;0.0;1
4.666666666666667;1.3743685418725535;7;3;14;14;0.0;1
4.888888888888889;1.5947444549341472;7;2;26;18;4.0;0
3.0;2.0;5;1;6;6;0.0;0
4.142857142857143;1.2453996981544782;6;3;16;13;1.5;0
5.5;1.707825127659933;7;2;20;13;3.5;1
2.6666666666666665;1.7950549357115015;6;1;12;4;4.0;0
8.0;0.0;8;8;9;7;1.0;1
6.0;1.4142135623730951;7;3;27;9;9.0;1
5.0;1.0;6;4;6;4;1.0;1
5.428571428571429;1.9897697538834458;7;1;20;18;1.0;1
4.875;1.5360257159305635;7;3;21;18;1.5;1
5.333333333333333;1.5634719199411433;7;3;25;23;1.0;1
4.4;1.9595917942265424;7;1;27;17;5.0;0
10.0;0.0;10;10;22;18;2.0;1
6.5;0.5;7;6;7;6;0.5;1
5.2;1.6;7;3;15;11;2.0;1
3.3333333333333335;0.4714045207910317;4;3;7;3;2.0;1
5.75;1.0897247358851685;7;4;13;10;1.5;1
5.0;1.0;6;4;8;2;3.0;1
6.0;0.0;6;6;4;2;1.0;1
2.5;0.5;3;2;4;1;1.5;1
4.5;0.5;5;4;5;4;0.5;1
3.75;0.82915619758885;5;3;9;6;1.5;1
5.0;0.0;5;5;4;1;1.5;1
4.75;1.6393596310755;6;2;11;8;1.5;1
4.1;1.9209372712298547;7;1;22;19;1.5;0
4.0;1.0;5;3;4;4;0.0;1
4.4;1.9595917942265424;6;2;11;11;0.0;1
5.8;1.16619037896906;7;4;16;13;1.5;1
6.2;0.7483314773547882;7;5;19;12;3.5;1
6.0;0.0;6;6;18;18;0.0;1
6.4;0.7999999999999999;7;5;21;11;5.0;1
7.0;0.0;7;7;22;13;4.5;1
2.6666666666666665;0.4714045207910317;3;2;5;3;1.0;1
5.625;1.653594569415369;7;2;24;21;1.5;1
4.0;0.0;4;4;7;5;1.0;1
6.666666666666667;0.4714045207910317;7;6;10;10;0.0;1
4.0;1.632993161855452;6;2;6;6;0.0;1
4.0;0.0;4;4;8;8;0.0;1
7.0;0.0;7;7;8;6;1.0;1
2.0;1.0;3;1;3;1;1.0;1
7.0;0.0;7;7;8;6;1.0;1
5.25;2.0463381929681126;7;2;12;9;1.5;1
3.75;1.299038105676658;5;2;9;6;1.5;1
6.0;1.0;7;5;7;5;1.0;1
5.2;1.8330302779823362;7;1;31;21;5.0;0
3.0;0.816496580927726;4;2;6;3;1.5;1
4.375;1.996089927833914;7;1;20;15;2.5;0
4.5;1.5;7;3;10;8;1.0;1
4.0;1.8708286933869707;6;1;9;7;1.0;1
3.3333333333333335;1.7950549357115013;7;2;14;6;4.0;0
8.0;0.0;8;8;18;14;2.0;1
3.5;2.0615528128088303;6;1;8;6;1.0;0
4.75;2.277608394786075;7;1;10;9;0.5;1
4.555555555555555;1.1653431646335017;6;2;21;20;0.5;0
5.375;1.8666480653835098;7;2;25;18;3.5;0
5.9;1.0440306508910548;7;4;32;27;2.5;1
4.857142857142857;1.64130361329658;7;2;18;16;1.0;1
5.0;2.0;7;3;7;3;2.0;1
4.0;1.0;5;3;6;2;2.0;1
5.0;1.4142135623730951;7;3;14;6;4.0;1
6.0;0.0;6;6;10;8;1.0;1
5.0;0.0;5;5;12;8;2.0;1
4.4;1.9595917942265424;6;2;11;11;0.0;1
3.0;0.0;3;3;5;4;0.5;1
4.8;1.7204650534085253;7;2;13;11;1.0;1
4.875;1.3635890143294642;7;3;22;17;2.5;1
5.8;0.7483314773547882;7;5;15;14;0.5;1
3.75;1.479019945774904;6;1;18;12;3.0;0
4.666666666666667;0.4714045207910317;5;4;12;2;5.0;1
6.0;0.0;6;6;5;1;2.0;1
5.375;1.7275343701356567;7;2;24;19;2.5;1
4.333333333333333;0.4714045207910317;5;4;9;4;2.5;1
7.0;0.0;7;7;4;3;0.5;1
5.0;0.816496580927726;6;4;8;7;0.5;1
6.0;0.0;6;6;4;2;1.0;1
3.6666666666666665;1.247219128924647;5;2;7;4;1.5;1
4.125;1.0532687216470449;6;3;18;15;1.5;0
4.666666666666667;1.247219128924647;7;3;14;14;0.0;1
5.75;1.299038105676658;7;4;12;11;0.5;1
4.0;0.0;4;4;5;3;1.0;1
4.5;2.179449471770337;7;1;11;7;2.0;1
4.0;1.0;5;3;5;3;1.0;1
3.3333333333333335;0.9428090415820634;4;2;7;3;2.0;1
4.4;1.3564659966250536;6;2;13;9;2.0;1
3.0;2.0;5;1;4;2;1.0;1
5.4;0.48989794855663565;6;5;17;10;3.5;1
7.0;0.0;7;7;15;13;1.0;1
5.111111111111111;1.5947444549341472;7;3;25;21;2.0;0
3.8;1.6;5;1;10;9;0.5;1
5.0;1.632993161855452;7;3;8;7;0.5;1
4.333333333333333;2.494438257849294;7;1;7;6;0.5;1
4.0;0.0;4;4;3;1;1.0;1
3.5;0.5;4;3;5;2;1.5;1
3.0;0.0;3;3;8;4;2.0;1
3.0;1.1547005383792515;4;1;9;9;0.0;0
5.666666666666667;0.4714045207910317;6;5;10;7;1.5;1
5.25;1.920286436967152;7;2;13;8;2.5;1
7.0;0.0;7;7;27;22;2.5;1
7.0;0.0;7;7;26;16;5.0;1
3.5;2.5;6;1;5;2;1.5;1
5.75;1.0897247358851685;7;4;15;8;3.5;1
4.25;2.277608394786075;7;2;9;8;0.5;1
6.0;0.0;6;6;11;7;2.0;1
4.875;1.7633419974582356;7;2;21;18;1.5;1
6.5;0.5;7;6;9;4;2.5;1
3.8;2.0396078054371136;7;1;22;16;3.0;0
4.5;1.6583123951777;6;2;10;8;1.0;1
4.333333333333333;1.699673171197595;7;2;17;9;4.0;0
4.0;0.0;4;4;5;3;1.0;1
4.5;2.362907813126304;7;1;15;12;1.5;0
5.666666666666667;0.9428090415820634;7;5;11;6;2.5;1
5.5;1.6072751268321592;7;2;17;16;0.5;1
5.0;1.7888543819998317;7;3;13;12;0.5;1
4.75;1.5612494995995996;7;2;20;18;1.0;0
4.0;0.0;4;4;3;1;1.0;1
10.0;0.0;10;10;13;7;3.0;1
4.666666666666667;1.632993161855452;7;2;24;18;3.0;0
5.9;1.5132745950421556;7;2;33;26;3.5;0
5.888888888888889;1.2862041003100249;7;3;30;23;3.5;1
4.0;1.0;5;3;5;3;1.0;1
7.0;0.0;7;7;4;3;0.5;1
3.0;0.816496580927726;4;2;5;4;0.5;1
4.666666666666667;1.699673171197595;7;2;21;21;0.0;0
3.5;1.5;5;2;4;3;0.5;1
4.0;0.0;4;4;3;1;1.0;1
4.5;1.6583123951777;7;3;9;9;0.0;1
2.0;1.0;3;1;2;2;0.0;1
4.285714285714286;1.385051387833237;6;2;15;15;0.0;1
6.0;0.0;6;6;14;10;2.0;1
6.5;0.5;7;6;7;6;0.5;1
5.6;1.0198039027185568;7;4;17;11;3.0;1
3.5;0.8660254037844386;5;3;10;4;3.0;0
5.1;2.0223748416156684;7;1;29;22;3.5;0
5.0;1.2649110640673518;7;4;15;10;2.5;1
6.0;0.0;6;6;11;7;2.0;1
5.0;0.0;5;5;7;3;2.0;1
5.0;0.0;5;5;13;12;0.5;1
5.3;1.6155494421403513;7;2;27;26;0.5;1
2.0;1.0;3;1;2;2;0.0;1
4.1;2.2561028345356955;7;1;24;17;3.5;0
5.6;1.4966629547095764;7;3;14;14;0.0;1
4.5;1.5;6;3;5;4;0.5;1
6.0;0.0;6;6;17;7;5.0;1
10.0;0.0;10;10;30;30;0.0;1
4.888888888888889;1.3698697784375502;6;2;24;20;2.0;1
7.0;0.0;7;7;5;2;1.5;1
4.0;1.4142135623730951;6;2;11;9;1.0;1
4.75;2.277608394786075;7;1;11;8;1.5;1
4.75;1.299038105676658;7;3;23;15;4.0;0
6.0;0.0;6;6;3;3;0.0;1
5.111111111111111;1.4487116456005886;7;3;24;22;1.0;1
4.0;2.0;6;2;5;3;1.0;1
6.0;0.0;6;6;15;15;0.0;1
4.833333333333333;1.5723301886761005;7;3;18;11;3.5;1
4.0;2.449489742783178;7;1;7;5;1.0;1
3.0;0.0;3;3;11;7;2.0;1
4.0;3.0;7;1;6;2;2.0;1
5.0;1.3228756555322954;6;2;22;18;2.0;0
7.0;0.0;7;7;11;3;4.0;1
5.5;0.9574271077563381;7;4;18;15;1.5;1
5.857142857142857;0.989743318610787;7;5;24;17;3.5;1
4.5;2.362907813126304;7;1;14;13;0.5;0
3.0;1.0;4;2;5;1;2.0;1
5.0;0.816496580927726;6;4;8;7;0.5;1
3.6666666666666665;2.0548046676563256;6;1;8;3;2.5;1
3.0;0.0;3;3;5;4;0.5;1
4.666666666666667;1.4907119849998596;7;3;16;12;2.0;1
7.0;0.0;7;7;11;10;0.5;1
4.666666666666667;1.8257418583505538;7;1;22;20;1.0;0
6.0;0.0;6;6;4;2;1.0;1
4.5;2.0615528128088303;7;2;10;8;1.0;1
4.5;0.5;5;4;6;3;1.5;1
4.333333333333333;1.699673171197595;6;2;7;6;0.5;1
6.666666666666667;0.4714045207910317;7;6;21;19;1.0;1
3.0;0.0;3;3;5;1;2.0;1
5.5;1.5;7;4;6;5;0.5;1
5.0;1.6733200530681511;7;3;15;10;2.5;1
4.0;1.0;5;3;5;3;1.0;1
4.285714285714286;1.9059520091609048;6;1;16;14;1.0;0
4.5;1.5;6;3;5;4;0.5;1
5.5;1.0;7;4;27;17;5.0;1
4.333333333333333;1.5986105077709065;7;2;13;13;0.0;1
4.6;1.3564659966250536;6;3;12;11;0.5;1
8.0;0.0;8;8;9;7;1.0;1
4.0;0.0;4;4;14;10;2.0;1
9.0;0.0;9;9;34;29;2.5;1
8.0;0.0;8;8;9;7;1.0;1
4.2;1.469693845669907;6;2;13;8;2.5;1
4.75;1.479019945774904;7;3;10;9;0.5;1
9.0;0.0;9;9;28;26;1.0;1
3.5;2.0615528128088303;7;2;10;4;3.0;1
4.25;1.299038105676658;6;3;9;8;0.5;1
4.333333333333333;2.494438257849294;7;1;7;6;0.5;1
3.6666666666666665;2.3570226039551585;7;2;6;5;0.5;1
3.3333333333333335;1.247219128924647;5;2;6;4;1.0;1
4.6;1.1135528725660042;6;3;29;17;6.0;0
3.0;1.0;4;2;3;3;0.0;1
4.0;0.816496580927726;5;3;7;5;1.0;1
7.0;0.0;7;7;26;23;1.5;1
3.75;1.920286436967152;6;1;9;6;1.5;1
4.777777777777778;1.8724777273725242;7;2;22;21;0.5;0
5.571428571428571;1.498298354528788;7;3;22;17;2.5;1
7.0;0.0;7;7;4;3;0.5;1
5.285714285714286;1.1605769149479945;7;4;20;17;1.5;1
5.555555555555555;1.4229164972072998;7;3;28;22;3.0;1
4.75;2.48746859276655;7;1;10;9;0.5;1
2.3333333333333335;0.4714045207910317;3;2;4;3;0.5;1
4.5;2.29128784747792;7;1;11;7;2.0;1
3.25;2.165063509461097;7;2;7;6;0.5;1
5.0;0.0;5;5;14;11;1.5;1
2.0;0.0;2;2;3;1;1.0;1
4.9;1.3;7;3;26;23;1.5;0
3.6666666666666665;0.9428090415820634;5;3;6;5;0.5;1
3.75;1.920286436967152;7;2;10;5;2.5;1
4.428571428571429;1.840585532389304;7;1;22;9;6.5;0
7.0;0.0;7;7;4;3;0.5;1
5.666666666666667;1.1055415967851332;7;4;19;15;2.0;1
5.0;0.0;5;5;10;10;0.0;1
8.0;0.0;8;8;10;6;2.0;1
4.4;1.4966629547095764;7;3;13;9;2.0;1
4.75;1.6393596310755;6;2;11;8;1.5;1
6.333333333333333;0.816496580927726;7;5;30;27;1.5;1
4.875;1.5360257159305635;7;3;24;15;4.5;1
5.333333333333333;1.699673171197595;7;3;9;7;1.0;1
5.333333333333333;1.247219128924647;7;4;9;7;1.0;1
4.5;1.5;6;3;5;4;0.5;1
4.0;0.0;4;4;6;6;0.0;1
4.5;1.5;6;3;5;4;0.5;1
4.0;0.0;4;4;2;2;0.0;1
3.0;0.0;3;3;9;6;1.5;1
6.0;0.0;6;6;6;6;0.0;1
5.333333333333333;1.4907119849998596;7;3;16;16;0.0;1
5.0;2.160246899469287;7;2;8;7;0.5;1
3.5;1.5;5;2;8;6;1.0;1
5.3;1.6155494421403513;7;2;28;25;1.5;0
5.0;1.0;6;4;5;5;0.0;1
4.666666666666667;1.7638342073763937;7;2;24;18;3.0;0
5.3;1.004987562112089;7;4;28;25;1.5;0
5.5;1.3844373104863459;7;3;19;14;2.5;1
4.0;0.0;4;4;15;9;3.0;1
4.0;1.4142135623730951;6;2;13;7;3.0;1
7.0;0.0;7;7;4;3;0.5;1
4.0;2.0;6;2;7;1;3.0;1
4.5;1.5;6;3;7;2;2.5;1
4.2;2.1354156504062622;7;1;12;9;1.5;1
4.714285714285714;1.1605769149479945;7;3;19;14;2.5;1
6.0;0.816496580927726;7;5;10;8;1.0;1
5.5;1.5;7;4;11;11;0.0;1
3.0;0.0;3;3;3;3;0.0;1
4.3;1.7349351572897473;7;1;23;20;1.5;0
3.8;2.3151673805580453;7;1;11;8;1.5;0
5.666666666666667;1.1547005383792515;7;3;27;24;1.5;1
2.6666666666666665;0.9428090415820634;4;2;4;4;0.0;1
4.0;2.5495097567963922;7;1;8;8;0.0;0
4.5;1.5;6;3;6;3;1.5;1
5.0;2.8284271247461903;7;1;8;7;0.5;1
4.857142857142857;1.4568627181693672;7;3;17;17;0.0;1
6.0;1.0;7;5;14;10;2.0;1
4.125;1.6153559979150107;7;1;21;12;4.5;0
7.0;0.0;7;7;4;3;0.5;1
4.5;2.5;7;2;6;3;1.5;1
5.25;1.920286436967152;7;2;13;8;2.5;1
4.666666666666667;1.699673171197595;7;3;11;3;4.0;1
4.166666666666667;1.5723301886761005;7;2;16;9;3.5;0
5.0;1.7320508075688772;7;3;16;14;1.0;1
2.5;1.5;4;1;3;2;0.5;1
3.5;1.2583057392117916;5;2;11;10;0.5;0
5.0;1.4142135623730951;7;3;21;14;3.5;1
5.4;1.3564659966250536;7;3;16;11;2.5;1
4.6;1.9595917942265424;7;1;13;10;1.5;1
5.0;2.1908902300206643;7;1;14;11;1.5;1
7.0;0.0;7;7;5;2;1.5;1
4.0;0.0;4;4;3;1;1.0;1
5.857142857142857;1.2453996981544782;7;4;21;20;0.5;1
5.0;1.632993161855452;7;2;15;15;0.0;1
3.6666666666666665;2.0548046676563256;6;1;8;3;2.5;1
5.4;1.9595917942265426;7;1;28;26;1.0;0
5.0;1.8708286933869707;7;2;13;7;3.0;1
5.0;1.5811388300841898;7;2;21;19;1.0;0
3.0;0.0;3;3;8;7;0.5;1
5.0;1.4907119849998598;7;2;26;19;3.5;1
4.0;1.632993161855452;6;2;7;5;1.0;1
8.0;0.0;8;8;24;24;0.0;1
2.5;1.5;4;1;3;2;0.5;1
5.166666666666667;1.7716909687891083;7;2;17;14;1.5;1
7.0;0.0;7;7;5;2;1.5;1
8.0;0.0;8;8;26;22;2.0;1
4.0;1.4142135623730951;6;2;13;7;3.0;1
5.2;1.6;7;3;14;12;1.0;1
