length_mean;length_std;max_length;min_length;global_zero_character_freq;global_one_character_freq;char_freq_std;zero_char_freq_std;one_char_freq_std;code
4.0;3.0;7;1;5;3;1.0;0.35714285714285715;0.3571428571428572;1
5.625;1.1110243021644486;7;4;23;22;0.5;0.23153595116887024;0.23153595116887027;1
5.0;2.0;7;3;2;8;3.0;0.14285714285714285;0.14285714285714285;1
5.0;0.0;5;5;2;3;0.5;0.0;0.0;1
4.0;2.1213203435596424;6;1;8;8;0.0;0.2465033242958173;0.24650332429581734;1
4.75;1.920286436967152;7;2;9;10;0.5;0.030929478706587105;0.03092947870658708;1
5.0;0.7071067811865476;6;4;11;9;1.0;0.10103629710818449;0.1010362971081845;1
5.333333333333333;1.699673171197595;7;3;11;5;3.0;0.10823953727766555;0.10823953727766551;1
7.0;0.0;7;7;1;6;2.5;0.0;0.0;1
5.833333333333333;1.3437096247164249;7;4;16;19;1.5;0.21055130755142565;0.2105513075514256;1
4.0;1.4142135623730951;5;2;6;6;0.0;0.32659863237109044;0.32659863237109044;1
5.0;1.6733200530681511;7;2;14;11;1.5;0.09115037039242206;0.09115037039242209;1
4.0;1.5811388300841898;6;2;8;8;0.0;0.2972092416687835;0.2972092416687835;1
4.5;1.707825127659933;6;1;13;14;0.5;0.23721962007420072;0.23721962007420075;1
2.5;0.5;3;2;1;4;1.5;0.16666666666666666;0.16666666666666669;1
4.75;2.277608394786075;7;2;5;14;4.5;0.2493614293530168;0.2493614293530168;1
6.0;0.0;6;6;2;4;1.0;0.0;0.0;1
3.5;2.5;6;1;4;3;0.5;0.3333333333333333;0.33333333333333337;1
6.5;0.5;7;6;7;6;0.5;0.11904761904761904;0.11904761904761904;1
4.2;0.9797958971132712;5;3;12;9;1.5;0.23247461032216926;0.23247461032216923;1
4.0;3.0;7;1;4;4;0.0;0.28571428571428575;0.2857142857142857;1
6.0;0.0;6;6;4;2;1.0;0.0;0.0;1
2.6;0.4898979485566356;3;2;7;6;0.5;0.33993463423951903;0.33993463423951903;1
5.4;1.8547236990991407;7;2;13;14;0.5;0.272680487981955;0.272680487981955;1
6.5;0.5;7;6;9;17;4.0;0.17415165283723563;0.17415165283723566;1
5.333333333333333;1.8856180831641267;7;2;18;14;2.0;0.2757308367431285;0.2757308367431285;1
5.5;1.5;7;4;12;10;1.0;0.0357142857142857;0.035714285714285726;1
4.666666666666667;1.247219128924647;6;3;9;5;2.0;0.03142696805273544;0.03142696805273547;1
4.6;1.8547236990991407;7;2;11;12;0.5;0.2902122141669793;0.29021221416697934;1
4.5;1.5;6;2;8;10;1.0;0.1010362971081845;0.10103629710818449;1
5.222222222222222;1.4740554623801778;7;3;22;25;1.5;0.24351963218492922;0.24351963218492922;1
4.6;1.624807680927192;7;2;9;14;2.5;0.22944476014758686;0.22944476014758688;1
5.0;2.0;7;3;4;6;1.0;0.047619047619047616;0.047619047619047616;1
3.6666666666666665;0.4714045207910317;4;3;6;5;0.5;0.1712337223046938;0.17123372230469378;1
5.2;0.9797958971132712;6;4;16;10;3.0;0.09999999999999999;0.1;1
3.6666666666666665;1.699673171197595;6;2;7;4;1.5;0.36004114991154784;0.36004114991154784;1
4.5;1.118033988749895;6;3;7;11;2.0;0.2158236806078311;0.21582368060783116;1
4.5;0.5;5;4;5;4;0.5;0.04999999999999999;0.04999999999999999;1
3.5;2.5;6;1;2;5;1.5;0.4166666666666667;0.4166666666666667;1
5.2;1.7204650534085253;7;2;11;15;2.0;0.2056437268764309;0.2056437268764309;1
2.6666666666666665;1.247219128924647;4;1;4;4;0.0;0.2832788618662658;0.28327886186626583;1
3.0;0.7071067811865476;4;2;8;4;2.0;0.23844839879707494;0.2384483987970749;1
4.666666666666667;1.247219128924647;6;3;5;9;2.0;0.03142696805273547;0.03142696805273544;1
4.0;2.160246899469287;6;1;4;8;2.0;0.20548046676563256;0.20548046676563256;1
6.333333333333333;0.7453559924999298;7;5;19;19;0.0;0.2177049371450827;0.2177049371450827;1
5.5;1.118033988749895;7;4;13;9;2.0;0.05979699216606837;0.05979699216606838;1
6.0;0.0;6;6;5;1;2.0;0.0;0.0;1
5.25;1.479019945774904;7;3;6;15;4.5;0.10505235710076334;0.10505235710076338;1
2.0;0.0;2;2;1;1;0.0;0.0;0.0;1
6.0;0.0;6;6;2;4;1.0;0.0;0.0;1
4.0;1.0;5;3;7;1;3.0;0.09999999999999998;0.1;1
5.6;1.8547236990991407;7;2;11;17;3.0;0.12325884862423604;0.12325884862423604;1
3.6666666666666665;1.699673171197595;6;2;13;9;2.0;0.32867109906108977;0.32867109906108977;1
4.6;1.3564659966250536;6;3;12;11;0.5;0.19504985117770393;0.19504985117770393;1
4.857142857142857;1.355261854357877;6;2;16;18;1.0;0.2882231121167709;0.2882231121167708;1
3.5;0.5;4;3;5;2;1.5;0.33333333333333337;0.3333333333333333;1
5.0;1.0;6;4;4;6;1.0;0.125;0.125;1
3.75;2.0463381929681126;7;2;9;6;1.5;0.10219217091303212;0.10219217091303212;1
5.2;1.8330302779823358;7;3;11;15;2.0;0.1517845471477069;0.15178454714770692;1
4.0;1.0;5;3;5;3;1.0;0.033333333333333326;0.033333333333333354;1
5.666666666666667;0.9428090415820634;7;5;7;10;1.5;0.013468700594029454;0.01346870059402948;1
5.0;1.5811388300841898;7;3;15;5;5.0;0.07823475850056497;0.07823475850056497;1
3.5;1.5;5;2;3;4;0.5;0.04999999999999999;0.04999999999999999;1
4.75;1.5612494995995996;7;3;16;22;3.0;0.28064702938395913;0.28064702938395913;1
5.333333333333333;0.4714045207910317;6;5;11;5;3.0;0.08314794192830985;0.08314794192830982;1
4.0;2.23606797749979;7;1;9;7;1.0;0.20738901629939965;0.20738901629939965;1
5.0;2.345207879911715;7;1;14;6;4.0;0.32531817671285024;0.32531817671285024;1
2.6666666666666665;1.247219128924647;4;1;5;3;1.0;0.27498597046143514;0.27498597046143514;1
4.0;0.816496580927726;5;3;7;5;1.0;0.0684934889218775;0.06849348892187752;1
4.5;0.5;5;4;7;2;2.5;0.025000000000000022;0.024999999999999994;1
4.666666666666667;2.6246692913372702;7;1;9;5;2.0;0.3260736283202244;0.3260736283202244;1
5.333333333333333;2.357022603955158;7;2;9;7;1.0;0.12140522651411395;0.12140522651411392;1
5.0;2.160246899469287;7;2;7;8;0.5;0.3402531922258098;0.3402531922258098;1
5.333333333333333;2.357022603955158;7;2;6;10;2.0;0.18747637795266214;0.18747637795266214;1
5.285714285714286;1.0301575072754257;7;4;19;18;0.5;0.25998189793774157;0.2599818979377416;1
5.0;2.8284271247461903;7;1;10;5;2.5;0.24281045302822785;0.24281045302822785;1
6.0;0.0;6;6;5;1;2.0;0.0;0.0;1
2.5;1.5;4;1;1;4;1.5;0.125;0.125;1
3.5;2.5;6;1;3;4;0.5;0.33333333333333337;0.3333333333333333;1
4.333333333333333;0.9428090415820634;5;3;9;4;2.5;0.08314794192830983;0.08314794192830981;1
6.0;0.816496580927726;7;5;12;6;3.0;0.18279485270614962;0.18279485270614962;1
5.666666666666667;1.247219128924647;7;4;9;8;0.5;0.09976035785695661;0.09976035785695662;1
4.333333333333333;1.699673171197595;6;2;7;6;0.5;0.04714045207910316;0.04714045207910316;1
7.0;0.0;7;7;3;4;0.5;0.0;0.0;1
5.444444444444445;1.3425606637327303;7;3;29;20;4.5;0.1444027693431076;0.14440276934310758;1
5.666666666666667;0.4714045207910317;6;5;8;9;0.5;0.21998877636914815;0.2199887763691481;1
4.5;2.179449471770337;7;1;10;8;1.0;0.24989793835051288;0.24989793835051288;1
5.0;1.7888543819998317;7;2;13;12;0.5;0.07882354932022308;0.07882354932022309;1
2.5;0.5;3;2;4;1;1.5;0.16666666666666669;0.16666666666666666;1
4.0;1.4142135623730951;6;3;6;6;0.0;0.13608276348795434;0.13608276348795434;1
5.0;1.5811388300841898;7;3;6;14;4.0;0.23660246326609272;0.23660246326609274;1
4.75;1.920286436967152;7;2;10;9;0.5;0.03092947870658708;0.030929478706587105;1
3.6666666666666665;0.4714045207910317;4;3;5;6;0.5;0.07856742013183862;0.0785674201318386;1
6.333333333333333;0.9428090415820634;7;5;7;12;2.5;0.06172133998483677;0.06172133998483679;1
6.0;1.1547005383792515;7;4;15;21;3.0;0.04921274919976983;0.04921274919976981;1
4.666666666666667;2.0548046676563256;7;2;6;8;1.0;0.40963453652583937;0.40963453652583937;1
2.6666666666666665;1.247219128924647;4;1;3;5;1.0;0.20786985482077452;0.20786985482077452;1
3.5;1.5;5;2;3;4;0.5;0.04999999999999999;0.04999999999999999;1
5.333333333333333;2.357022603955158;7;2;7;9;1.0;0.3086066999241838;0.3086066999241838;1
5.0;0.0;5;5;2;3;0.5;0.0;0.0;1
5.571428571428571;1.9166296949998198;7;1;21;18;1.5;0.31244417336503166;0.3124441733650317;1
4.0;2.449489742783178;7;1;6;6;0.0;0.25421614885788835;0.25421614885788835;1
2.0;0.0;2;2;1;3;1.0;0.25;0.25;1
5.0;1.8708286933869707;7;2;13;7;3.0;0.14603605928757765;0.14603605928757768;1
3.0;2.0;5;1;1;5;2.0;0.5;0.5;1
7.0;0.0;7;7;3;4;0.5;0.0;0.0;1
4.25;2.384848003542364;7;1;5;12;3.5;0.32531817671285024;0.32531817671285024;1
5.666666666666667;1.247219128924647;7;4;6;11;2.5;0.2208004403689453;0.2208004403689453;1
4.666666666666667;2.0548046676563256;7;2;6;8;1.0;0.13110380855177337;0.13110380855177337;1
5.4;1.624807680927192;7;3;13;14;0.5;0.22177392423228603;0.22177392423228603;1
4.5;1.118033988749895;6;3;9;9;0.0;0.15827849927685483;0.1582784992768548;1
3.0;0.0;3;3;2;4;1.0;0.0;0.0;1
5.666666666666667;1.8856180831641267;7;3;12;5;3.5;0.17817416127494962;0.1781741612749496;1
3.25;1.299038105676658;5;2;9;4;2.5;0.3797614382740828;0.3797614382740828;1
3.0;0.0;3;3;3;3;0.0;0.16666666666666666;0.16666666666666666;1
3.3333333333333335;1.8856180831641267;6;2;6;4;1.0;0.23570226039551584;0.23570226039551584;1
3.3333333333333335;2.6246692913372702;7;1;4;6;1.0;0.40963453652583937;0.40963453652583937;1
3.3333333333333335;0.4714045207910317;4;3;5;5;0.0;0.13608276348795434;0.13608276348795434;1
6.0;0.0;6;6;9;3;3.0;0.25;0.25;1
5.25;2.48746859276655;7;1;11;10;0.5;0.27042420694287017;0.27042420694287017;1
4.666666666666667;2.6246692913372702;7;1;8;6;1.0;0.23436227079735558;0.23436227079735555;1
7.0;0.0;7;7;3;4;0.5;0.0;0.0;1
4.25;1.920286436967152;6;1;7;10;1.5;0.23848480035423641;0.23848480035423641;1
5.25;2.0463381929681126;7;2;14;7;3.5;0.13491304833945786;0.13491304833945789;1
4.6;2.0591260281974;7;1;12;11;0.5;0.33265781892178026;0.33265781892178026;1
5.0;0.0;5;5;9;1;4.0;0.09999999999999998;0.1;1
5.666666666666667;0.9428090415820634;7;5;6;11;2.5;0.10168645954315533;0.10168645954315537;1
5.0;1.8708286933869707;7;2;10;10;0.0;0.18308579454251855;0.18308579454251853;1
5.333333333333333;1.632993161855452;7;2;25;23;1.0;0.2147731082613695;0.2147731082613695;1
5.0;1.7728105208558367;7;3;21;14;3.5;0.18329515082050993;0.18329515082050993;1
5.166666666666667;2.034425935955617;7;1;15;16;0.5;0.2503763858535714;0.25037638585357147;1
4.0;2.0;6;2;6;2;2.0;0.16666666666666669;0.16666666666666669;1
3.3333333333333335;1.8856180831641267;6;2;5;5;0.0;0.408248290463863;0.408248290463863;1
4.5;2.5;7;2;4;5;0.5;0.2857142857142857;0.28571428571428575;1
4.8;2.315167380558045;7;2;11;13;1.0;0.2825218471274538;0.2825218471274538;1
7.0;0.0;7;7;2;5;1.5;0.0;0.0;1
4.0;1.5811388300841898;6;2;7;9;1.0;0.30310889132455354;0.30310889132455354;1
5.0;0.0;5;5;3;2;0.5;0.0;0.0;1
2.6666666666666665;1.699673171197595;5;1;4;4;0.0;0.26246692913372704;0.26246692913372704;1
3.0;0.0;3;3;0;3;1.5;0.0;0.0;1
4.4;2.244994432064365;7;2;8;14;3.0;0.2075119863761993;0.20751198637619928;1
3.3333333333333335;1.699673171197595;5;1;6;4;1.0;0.324037034920393;0.324037034920393;1
7.0;0.0;7;7;7;0;3.5;0.0;0.0;1
3.3333333333333335;2.0548046676563256;6;1;3;7;2.0;0.15713484026367722;0.15713484026367724;1
5.0;2.160246899469287;7;2;4;11;3.5;0.145910923101986;0.14591092310198597;1
4.2;1.7204650534085253;6;1;8;13;2.5;0.32359096265364257;0.32359096265364257;1
6.0;0.0;6;6;3;3;0.0;0.0;0.0;1
5.333333333333333;2.357022603955158;7;2;6;10;2.0;0.08908708063747481;0.08908708063747481;1
2.3333333333333335;0.4714045207910317;3;2;4;3;0.5;0.408248290463863;0.408248290463863;1
4.714285714285714;1.577908716741037;7;2;15;18;1.5;0.3349347206018644;0.33493472060186447;1
5.2;0.7483314773547882;6;4;10;16;3.0;0.2181742422927143;0.2181742422927143;1
4.5;0.5;5;4;4;5;0.5;0.04999999999999999;0.04999999999999999;1
5.571428571428571;1.178030178747903;7;4;15;24;4.5;0.1594385714284408;0.15943857142844084;1
4.666666666666667;0.9428090415820634;6;4;8;6;1.0;0.11785113019775792;0.11785113019775792;1
5.5;1.5;7;4;6;5;0.5;0.16071428571428573;0.1607142857142857;1
4.5;1.5;6;3;5;4;0.5;0.08333333333333331;0.08333333333333334;1
1.5;0.5;2;1;2;1;0.5;0.25;0.25;1
5.4;1.8547236990991407;7;2;15;12;1.5;0.21622194023188704;0.216221940231887;1
6.0;0.0;6;6;8;4;2.0;0.16666666666666669;0.16666666666666669;1
3.3333333333333335;1.247219128924647;5;2;5;5;0.0;0.10999438818457406;0.10999438818457405;1
4.0;2.160246899469287;6;1;7;5;1.0;0.2793290019994786;0.2793290019994785;1
4.5;2.5;7;2;4;5;0.5;0.3571428571428572;0.35714285714285715;1
5.428571428571429;1.049781318335648;7;4;12;26;7.0;0.17055169319000962;0.17055169319000965;1
4.5;2.5;7;2;3;6;1.5;0.21428571428571427;0.2142857142857143;1
4.0;3.0;7;1;6;2;2.0;0.42857142857142855;0.4285714285714286;1
7.0;0.0;7;7;3;4;0.5;0.0;0.0;1
5.0;1.0;6;4;5;5;0.0;0.0;0.0;1
3.75;1.7853571071357126;6;1;6;9;1.5;0.38358234665670765;0.38358234665670765;1
3.5;1.5;5;2;5;2;1.5;0.2;0.2;1
4.5;0.5;5;4;4;5;0.5;0.04999999999999999;0.04999999999999999;1
5.0;1.5811388300841898;7;3;13;7;3.0;0.08139758530462704;0.08139758530462705;1
5.5;0.5;6;5;8;3;2.5;0.06666666666666671;0.06666666666666665;1
4.4;1.8547236990991407;7;2;12;10;1.0;0.335029697130245;0.33502969713024505;1
4.666666666666667;1.247219128924647;6;3;9;5;2.0;0.2793290019994786;0.2793290019994785;1
6.5;0.5;7;6;8;5;1.5;0.10714285714285715;0.10714285714285715;1
4.4;1.9595917942265424;6;2;13;9;2.0;0.08164965809277258;0.08164965809277261;1
4.5;1.118033988749895;6;3;11;7;2.0;0.24650332429581734;0.2465033242958173;1
5.666666666666667;0.9428090415820632;7;4;21;13;4.0;0.15775743617075735;0.15775743617075733;1
3.6;1.624807680927192;6;1;10;8;1.0;0.281858908754796;0.2818589087547961;1
3.8;1.469693845669907;6;2;8;11;1.5;0.29089898972361905;0.29089898972361905;1
4.666666666666667;1.4907119849998596;7;3;17;11;3.0;0.22915936565020711;0.22915936565020714;1
3.0;1.0;4;2;3;3;0.0;0.0;0.0;1
4.0;1.0;5;3;3;5;1.0;0.2333333333333333;0.23333333333333336;1
3.6666666666666665;2.494438257849294;7;1;3;8;2.5;0.2865947632582188;0.28659476325821887;1
3.75;1.0897247358851685;5;2;7;8;0.5;0.2814582562299426;0.2814582562299426;1
3.0;1.0;4;2;4;2;1.0;0.25;0.25;1
3.8;1.16619037896906;5;2;7;12;2.5;0.2082733246908441;0.2082733246908441;1
5.0;0.0;5;5;3;2;0.5;0.0;0.0;1
3.5;1.5;5;2;3;4;0.5;0.04999999999999999;0.04999999999999999;1
4.0;1.0;5;3;6;2;2.0;0.06666666666666671;0.06666666666666665;1
4.5;1.5;6;3;2;7;2.5;0.3333333333333333;0.33333333333333337;1
3.0;1.632993161855452;5;1;3;6;1.5;0.3499559055116361;0.3499559055116361;1
3.5;1.5;5;2;6;1;2.5;0.09999999999999998;0.1;1
4.75;1.0897247358851685;6;3;5;14;4.5;0.20733092174374546;0.20733092174374548;1
5.833333333333333;1.0671873729054746;7;4;13;22;4.5;0.18978254984520984;0.18978254984520984;1
3.8;2.039607805437114;7;1;10;9;0.5;0.23503557891521248;0.23503557891521248;1
5.0;1.1547005383792515;7;4;15;15;0.0;0.22059352129582618;0.22059352129582618;1
3.5;2.0615528128088303;6;1;7;7;0.0;0.2890357532670771;0.28903575326707714;1
3.5;1.5;5;2;3;4;0.5;0.3;0.3;1
4.666666666666667;2.0548046676563256;7;2;8;6;1.0;0.04205600412537069;0.042056004125370694;1
3.0;2.0;5;1;2;4;1.0;0.2;0.2;1
4.0;3.0;7;1;4;4;0.0;0.28571428571428575;0.2857142857142857;1
3.3333333333333335;1.8856180831641267;6;2;4;6;1.0;0.23570226039551584;0.23570226039551584;1
4.666666666666667;2.0548046676563256;7;2;7;7;0.0;0.07030868123920667;0.07030868123920665;1
4.333333333333333;0.9428090415820634;5;3;7;6;0.5;0.1257078722109418;0.12570787221094176;1
4.333333333333333;0.9428090415820634;5;3;9;4;2.5;0.24944382578492943;0.24944382578492943;1
5.0;1.5118578920369088;7;2;19;16;1.5;0.29238764739741424;0.2923876473974143;1
5.0;2.345207879911715;7;1;9;11;1.0;0.23928275288383072;0.23928275288383075;1
4.75;1.6393596310755;6;2;9;10;0.5;0.1905766104338212;0.19057661043382118;1
6.0;1.0;7;5;4;8;2.0;0.05714285714285716;0.05714285714285716;1
3.75;1.920286436967152;7;2;9;6;1.5;0.36084391824351614;0.3608439182435161;1
4.25;1.479019945774904;6;2;9;8;0.5;0.26180463454008346;0.26180463454008346;1
6.333333333333333;0.4714045207910317;7;6;10;9;0.5;0.15592764051101984;0.15592764051101984;1
5.25;1.479019945774904;7;3;11;10;0.5;0.217736760911322;0.217736760911322;1
4.333333333333333;1.8856180831641267;7;3;8;5;1.5;0.27584360630131377;0.27584360630131377;1
6.5;0.5;7;6;8;5;1.5;0.047619047619047616;0.047619047619047616;1
2.6666666666666665;0.4714045207910317;3;2;3;5;1.0;0.2721655269759087;0.2721655269759087;1
2.5;1.118033988749895;4;1;6;4;1.0;0.2909216675785196;0.2909216675785196;1
4.0;0.816496580927726;5;3;8;4;2.0;0.21602468994692867;0.21602468994692867;1
3.5;2.0615528128088303;7;2;9;5;2.0;0.19149652312077872;0.19149652312077872;1
6.5;0.5;7;6;6;7;0.5;0.035714285714285726;0.0357142857142857;1
4.571428571428571;1.3997084244475304;7;3;18;14;2.0;0.25674842873397485;0.2567484287339749;1
4.5;1.118033988749895;6;3;9;9;0.0;0.12555432644432804;0.125554326444328;1
4.666666666666667;1.8856180831641267;7;2;16;12;2.0;0.19828567362476646;0.19828567362476648;1
2.5;0.5;3;2;1;4;1.5;0.25;0.25;1
6.666666666666667;0.4714045207910317;7;6;16;24;4.0;0.14789400915543036;0.14789400915543036;1
4.4;1.8547236990991407;7;2;9;13;2.0;0.1865062478815823;0.1865062478815823;1
3.0;0.0;3;3;1;2;0.5;0.0;0.0;1
4.2;1.9390719429665317;7;2;8;13;2.5;0.29183911325799167;0.2918391132579916;1
4.666666666666667;2.6246692913372702;7;1;4;10;3.0;0.36800073394824223;0.36800073394824223;1
4.6;2.0591260281974;7;1;12;11;0.5;0.28251221553666955;0.2825122155366696;1
4.5;1.118033988749895;6;3;10;8;1.0;0.30310889132455354;0.30310889132455354;1
4.0;0.0;4;4;2;2;0.0;0.0;0.0;1
4.0;2.23606797749979;7;1;7;9;1.0;0.21856831619321546;0.21856831619321546;1
4.0;3.0;7;1;3;5;1.0;0.3571428571428572;0.35714285714285715;1
4.25;1.479019945774904;6;2;9;8;0.5;0.1582784992768548;0.15827849927685483;1
4.0;0.0;4;4;5;3;1.0;0.125;0.125;1
2.6666666666666665;1.699673171197595;5;1;6;2;2.0;0.43204937989385733;0.43204937989385733;1
5.333333333333333;1.699673171197595;7;3;7;9;1.0;0.1122391716169123;0.1122391716169123;1
4.333333333333333;2.0548046676563256;7;2;11;2;4.5;0.10240863413145984;0.10240863413145984;1
4.5;1.5;6;3;2;7;2.5;0.16666666666666666;0.16666666666666669;1
5.142857142857143;1.5518257844571737;7;3;21;15;3.0;0.18552106766172524;0.18552106766172521;1
7.0;0.0;7;7;5;2;1.5;0.0;0.0;1
5.666666666666667;1.247219128924647;7;4;10;7;1.5;0.10101525445522108;0.10101525445522108;1
3.0;1.4142135623730951;5;2;5;4;0.5;0.4109609335312651;0.41096093353126517;1
4.75;1.479019945774904;7;3;10;9;0.5;0.28077766460097126;0.28077766460097126;1
5.0;1.8973665961010275;7;2;15;10;2.5;0.21733074577984698;0.21733074577984704;1
3.0;2.160246899469287;6;1;5;4;0.5;0.2832788618662658;0.28327886186626583;1
5.285714285714286;1.4846149779161804;7;2;18;19;0.5;0.2148733977819664;0.21487339778196637;1
5.4;1.0198039027185568;7;4;10;17;3.5;0.21729318104950335;0.21729318104950335;1
5.6;1.4966629547095764;7;3;15;13;1.0;0.12145751289089417;0.12145751289089414;1
3.0;0.0;3;3;2;4;1.0;0.0;0.0;1
5.5;2.0615528128088303;7;2;12;10;1.0;0.26904498523784576;0.26904498523784576;1
5.5;1.707825127659933;7;2;15;18;1.5;0.21642087343193603;0.21642087343193603;1
6.0;0.0;6;6;7;5;1.0;0.4166666666666667;0.4166666666666667;1
4.0;1.4142135623730951;7;3;15;9;3.0;0.2342614625896102;0.23426146258961017;1
6.5;0.5;7;6;6;7;0.5;0.11904761904761904;0.11904761904761904;1
4.25;0.82915619758885;5;3;6;11;2.5;0.10897247358851683;0.10897247358851686;1
4.0;2.160246899469287;6;1;8;4;2.0;0.20548046676563256;0.20548046676563256;1
4.0;0.816496580927726;5;3;9;3;3.0;0.05499719409228706;0.054997194092287024;1
7.0;0.0;7;7;13;8;2.5;0.13468700594029479;0.13468700594029476;1
4.5;1.118033988749895;6;3;8;10;1.0;0.17295431317097718;0.17295431317097715;1
4.0;0.816496580927726;5;3;5;7;1.0;0.19309052441091962;0.19309052441091967;1
3.0;2.0;5;1;3;3;0.0;0.3;0.3;1
4.0;2.1213203435596424;7;2;6;10;2.0;0.3110835244490995;0.3110835244490995;1
2.0;1.0;3;1;2;2;0.0;0.33333333333333337;0.3333333333333333;1
4.0;1.0;5;3;3;5;1.0;0.033333333333333354;0.033333333333333326;1
5.0;1.4142135623730951;6;3;6;9;1.5;0.07856742013183862;0.0785674201318386;1
4.333333333333333;0.9428090415820634;5;3;8;5;1.5;0.3281071791162978;0.32810717911629783;1
5.25;1.299038105676658;7;4;12;9;1.5;0.2645128528441064;0.2645128528441064;1
4.75;1.479019945774904;7;3;9;10;0.5;0.28077766460097126;0.28077766460097126;1
2.6666666666666665;0.9428090415820634;4;2;3;5;1.0;0.11785113019775792;0.11785113019775792;1
5.666666666666667;0.4714045207910317;6;5;9;8;0.5;0.19309052441091967;0.19309052441091962;1
5.0;0.8944271909999159;6;4;14;11;1.5;0.2034152840318981;0.2034152840318981;1
3.5;0.5;4;3;2;5;1.5;0.04166666666666666;0.041666666666666685;1
3.6666666666666665;2.0548046676563256;6;1;5;6;0.5;0.23570226039551584;0.23570226039551584;1
4.6;1.8547236990991407;7;2;8;15;3.5;0.2057760048507493;0.2057760048507493;1
6.0;0.0;6;6;3;3;0.0;0.0;0.0;1
7.0;0.0;7;7;8;6;1.0;0.0;0.0;1
4.333333333333333;1.247219128924647;6;3;8;5;1.5;0.1800205749557739;0.1800205749557739;1
7.0;0.0;7;7;4;3;0.5;0.0;0.0;1
5.0;2.0;7;3;2;8;3.0;0.14285714285714285;0.14285714285714285;1
4.571428571428571;1.6781914463529615;7;2;16;16;0.0;0.23309869005604641;0.2330986900560464;1
5.0;0.0;5;5;4;1;1.5;0.0;0.0;1
4.2;1.7204650534085253;7;2;7;14;3.5;0.2249736694091947;0.22497366940919475;1
4.2;1.8330302779823362;6;1;11;10;0.5;0.2758824226207808;0.2758824226207808;1
4.5;2.5;7;2;5;4;0.5;0.28571428571428575;0.2857142857142857;1
4.666666666666667;0.4714045207910317;5;4;5;9;2.0;0.25927248643506745;0.25927248643506745;1
3.5;0.5;4;3;4;3;0.5;0.20833333333333334;0.20833333333333331;1
5.0;1.3333333333333333;7;3;18;27;4.5;0.2259980926337204;0.22599809263372042;1
4.333333333333333;1.5986105077709065;7;3;15;11;2.0;0.26007205089230334;0.2600720508923033;1
5.5;0.5;6;5;6;5;0.5;0.1333333333333333;0.13333333333333333;1
5.0;0.0;5;5;3;2;0.5;0.0;0.0;1
4.4;1.624807680927192;7;2;10;12;1.0;0.1539546713040125;0.1539546713040125;1
4.5;2.5;7;2;5;4;0.5;0.0357142857142857;0.035714285714285726;1
4.333333333333333;1.247219128924647;6;3;7;6;0.5;0.19641855032959654;0.19641855032959654;1
4.125;1.2686114456365274;6;3;16;17;0.5;0.17137870265065674;0.17137870265065674;1
3.75;1.299038105676658;5;2;7;8;0.5;0.2947456530637899;0.2947456530637899;1
4.0;1.0;5;3;8;8;0.0;0.24267032964268395;0.24267032964268395;1
4.5;0.8660254037844386;6;4;9;9;0.0;0.1767766952966369;0.1767766952966369;1
6.0;0.0;6;6;2;4;1.0;0.0;0.0;1
2.0;0.0;2;2;0;2;1.0;0.0;0.0;1
4.5;2.5;7;2;4;5;0.5;0.035714285714285726;0.0357142857142857;1
3.25;1.479019945774904;5;1;6;7;0.5;0.39157800414902433;0.3915780041490244;1
3.3333333333333335;1.8856180831641267;6;2;3;7;2.0;0.20786985482077452;0.20786985482077452;1
5.142857142857143;1.5518257844571737;7;3;16;20;2.0;0.1629958093211712;0.1629958093211712;1
6.333333333333333;0.9428090415820634;7;5;8;11;1.5;0.1284832148879242;0.1284832148879242;1
4.0;2.160246899469287;6;1;7;5;1.0;0.21602468994692867;0.21602468994692867;1
4.8;1.7204650534085253;7;2;12;12;0.0;0.0926016019804323;0.0926016019804323;1
3.3333333333333335;2.0548046676563256;6;1;5;5;0.0;0.2832788618662658;0.28327886186626583;1
4.75;2.165063509461097;6;1;8;11;1.5;0.2041241452319315;0.2041241452319315;1
2.5;0.5;3;2;1;4;1.5;0.16666666666666666;0.16666666666666669;1
4.5;2.5;7;2;3;6;1.5;0.10714285714285715;0.10714285714285715;1
4.4;1.624807680927192;6;2;12;10;1.0;0.25086516962969035;0.25086516962969035;1
3.0;0.816496580927726;4;2;6;3;1.5;0.10393492741038726;0.10393492741038726;1
4.666666666666667;2.0548046676563256;7;2;7;7;0.0;0.32687623431867646;0.32687623431867646;1
3.0;1.0;4;2;2;4;1.0;0.25;0.25;1
6.0;0.0;6;6;3;3;0.0;0.0;0.0;1
4.166666666666667;1.3437096247164249;6;2;10;15;2.5;0.31127227968254;0.31127227968254;1
3.8333333333333335;1.3437096247164249;5;2;13;10;1.5;0.24902587995806558;0.24902587995806558;1
1.0;0.0;1;1;1;1;0.0;0.5;0.5;1
5.25;1.479019945774904;7;3;12;9;1.5;0.2722523006197446;0.27225230061974454;1
5.25;2.0463381929681126;7;2;8;13;2.5;0.28855728395320224;0.2885572839532022;1
4.5;2.0615528128088303;7;2;8;10;1.0;0.38699632616161234;0.38699632616161234;1
5.0;2.1213203435596424;7;2;6;14;4.0;0.20824828195876072;0.20824828195876074;1
6.0;0.0;6;6;2;4;1.0;0.0;0.0;1
6.0;0.0;6;6;3;3;0.0;0.0;0.0;1
